x,y,height,faa,inv_msk,inv_pad,stdev
-2447500.0,952500.0,1500,19.27088838694965,False,False,8.08587252611095
-2442500.0,952500.0,1500,16.96018776080305,False,False,8.141270861245044
-2437500.0,952500.0,1500,18.298216847590687,False,False,8.232866584675362
-2432500.0,952500.0,1500,19.74669193032342,False,False,8.26220579499843
-2427500.0,952500.0,1500,19.31363961559865,False,False,8.241630147131053
-2422500.0,952500.0,1500,19.203246963133985,False,False,8.229643476330638
-2417500.0,952500.0,1500,19.67774765982635,False,False,8.153137755760161
-2412500.0,952500.0,1500,22.81663028447547,False,False,7.6262149660580105
-2407500.0,952500.0,1500,25.652000102034926,False,False,7.088473755492798
-2402500.0,952500.0,1500,24.081438360037822,False,False,7.501355667049936
-2397500.0,952500.0,1500,24.28291623833543,False,False,8.076274239293001
-2392500.0,952500.0,1500,32.27762088722667,False,False,7.5767460080422255
-2387500.0,952500.0,1500,37.41204469395072,False,False,6.886550198712898
-2382500.0,952500.0,1500,36.258960139988865,False,False,7.393182530786607
-2377500.0,952500.0,1500,41.66593258366111,False,False,7.862691850373446
-2372500.0,952500.0,1500,48.710746161474546,False,False,7.351135782971265
-2367500.0,952500.0,1500,45.847361429485474,False,False,6.5493700831188875
-2362500.0,952500.0,1500,28.690048311767406,False,False,6.502193785765039
-2357500.0,952500.0,1500,8.421553272634808,False,False,7.537960900668866
-2352500.0,952500.0,1500,-0.308050844110802,False,False,8.258925739338768
-2347500.0,952500.0,1500,3.763535566310428,False,False,8.074204609508898
-2342500.0,952500.0,1500,6.802914315564363,False,False,7.123489968225807
-2337500.0,952500.0,1500,15.812659907903106,False,False,6.519394282944435
-2332500.0,952500.0,1500,33.05692413573584,False,False,7.054555099223916
-2327500.0,952500.0,1500,33.17515257547464,False,False,7.663975990183911
-2322500.0,952500.0,1500,23.769557656884157,False,False,7.484638900337789
-2317500.0,952500.0,1500,20.599966115468064,False,False,6.841066368905754
-2312500.0,952500.0,1500,15.010257681292815,False,False,6.513142515626562
-2307500.0,952500.0,1500,7.709561013163679,False,False,6.987180568734692
-2302500.0,952500.0,1500,21.32391988527917,False,False,6.953309702492661
-2297500.0,952500.0,1500,43.692716931515854,False,False,5.9977656600704075
-2292500.0,952500.0,1500,53.11060587011338,False,False,5.695721660360817
-2287500.0,952500.0,1500,68.2938214611451,False,False,6.299014150396832
-2282500.0,952500.0,1500,46.11136049133367,False,False,7.153424375148869
-2277500.0,952500.0,1500,9.680432387051969,False,False,7.111445619720298
-2272500.0,952500.0,1500,25.376980832609117,False,False,6.972809915843507
-2267500.0,952500.0,1500,30.054325971823953,False,False,7.606247929778495
-2262500.0,952500.0,1500,9.730632434517142,False,False,7.780100457522151
-2257500.0,952500.0,1500,0.5582757818682584,False,False,7.5701295908741475
-2252500.0,952500.0,1500,8.739526883446084,False,False,7.260381943330062
-2247500.0,952500.0,1500,9.601037537438472,False,False,6.674748510599236
-2242500.0,952500.0,1500,11.710836287453287,False,False,6.415570605606669
-2237500.0,952500.0,1500,20.5236855181285,False,False,6.432284055423352
-2232500.0,952500.0,1500,39.83735233719501,False,False,5.869098963711536
-2227500.0,952500.0,1500,61.68336970906255,False,False,4.979943822937726
-2222500.0,952500.0,1500,69.79608673219713,False,False,4.384648314960698
-2217500.0,952500.0,1500,73.58691340772853,False,False,4.375359754570052
-2212500.0,952500.0,1500,61.0726065962699,False,False,4.765515781199195
-2207500.0,952500.0,1500,74.32212809957292,False,False,4.745280053690073
-2202500.0,952500.0,1500,79.70803374015415,False,False,4.624662650692113
-2197500.0,952500.0,1500,47.19104210888086,False,False,4.887090670090542
-2192500.0,952500.0,1500,56.92195249274846,False,False,4.93953452410485
-2187500.0,952500.0,1500,78.2046742404008,False,False,4.8896443876202556
-2182500.0,952500.0,1500,99.01676015934748,False,False,4.743675663976635
-2177500.0,952500.0,1500,144.62713629316357,False,False,4.116810678633248
-2172500.0,952500.0,1500,155.08510975484427,False,False,3.805155530325282
-2157500.0,952500.0,1500,94.59177949777614,False,False,4.205017281683544
-2152500.0,952500.0,1500,38.586497196865416,False,False,4.593868031115021
-2147500.0,952500.0,1500,30.779359009380734,False,False,5.165867996891292
-2142500.0,952500.0,1500,63.458896733091784,False,False,5.688892848633778
-2137500.0,952500.0,1500,83.37254271955298,False,False,5.631757590489002
-2132500.0,952500.0,1500,119.15961355228768,False,False,4.814458786880648
-2127500.0,952500.0,1500,124.104800776211,False,False,4.223327443826971
-2122500.0,952500.0,1500,122.54055796739173,False,False,4.578745422466527
-1937500.0,952500.0,1500,24.914239058698733,False,False,3.249602381794321
-1932500.0,952500.0,1500,11.38067162710105,False,False,3.445354399293892
-1927500.0,952500.0,1500,10.422148499634089,False,False,3.4652585037296832
-1922500.0,952500.0,1500,2.5918766529304023,False,False,3.462447010720258
-2447500.0,957500.0,1500,18.431877952286282,False,False,8.234145882604835
-2442500.0,957500.0,1500,18.19947212989242,False,False,8.258070600115804
-2437500.0,957500.0,1500,20.803867858767305,False,False,8.229147527729001
-2432500.0,957500.0,1500,23.359581758973118,False,False,8.125529850504996
-2427500.0,957500.0,1500,22.593228797009523,False,False,8.049762615226365
-2422500.0,957500.0,1500,20.50212854048543,False,False,8.019770013953167
-2417500.0,957500.0,1500,18.47512231016743,False,False,7.75438250748733
-2412500.0,957500.0,1500,20.02248905781733,False,False,7.138711357723823
-2407500.0,957500.0,1500,22.182409078316425,False,False,7.165520282615013
-2402500.0,957500.0,1500,21.993712717892166,False,False,7.859135301175279
-2397500.0,957500.0,1500,25.64571651792823,False,False,7.843113094451061
