x,y,height,faa,inv_msk,inv_pad
842500.0,1922500.0,1500,-8.202107856793198,False,True
847500.0,1922500.0,1500,-0.7904243918289171,False,False
-147500.0,1927500.0,1500,-22.49307067144556,False,False
-142500.0,1927500.0,1500,-36.58481000162513,False,False
-137500.0,1927500.0,1500,-14.492677664315167,False,False
-132500.0,1927500.0,1500,25.32297286051404,False,False
-127500.0,1927500.0,1500,29.114270879109146,False,False
-122500.0,1927500.0,1500,17.648545475933208,False,False
-117500.0,1927500.0,1500,26.475578370987655,False,False
-112500.0,1927500.0,1500,43.72929985787709,False,False
-107500.0,1927500.0,1500,38.375809585102196,False,False
-102500.0,1927500.0,1500,16.40723986828256,False,False
-97500.0,1927500.0,1500,-13.795897814986592,False,False
-92500.0,1927500.0,1500,-26.846202395849822,False,False
-87500.0,1927500.0,1500,-44.02139395826815,False,False
-82500.0,1927500.0,1500,-64.37998953916511,False,False
-77500.0,1927500.0,1500,-34.388099783347464,False,False
-72500.0,1927500.0,1500,0.21517624913167616,False,False
-67500.0,1927500.0,1500,-5.352368947588432,False,False
-62500.0,1927500.0,1500,-62.882925980573546,False,False
-57500.0,1927500.0,1500,-116.62085963593316,False,False
-52500.0,1927500.0,1500,-95.68075514808226,False,False
-47500.0,1927500.0,1500,-49.766082728391424,False,False
-42500.0,1927500.0,1500,-25.466050731970416,False,False
-37500.0,1927500.0,1500,-16.539864509412187,False,False
-32500.0,1927500.0,1500,-18.261464744743698,False,False
-27500.0,1927500.0,1500,-21.48260743455962,False,False
-22500.0,1927500.0,1500,-18.449215410138386,False,False
-17500.0,1927500.0,1500,-18.117778482395526,False,False
-12500.0,1927500.0,1500,-21.93618236496266,False,False
-7500.0,1927500.0,1500,-13.939863944657686,False,False
-2500.0,1927500.0,1500,6.106256553453347,False,False
2500.0,1927500.0,1500,19.9706933473989,False,False
617500.0,1927500.0,1500,-15.98621249502954,False,False
622500.0,1927500.0,1500,-12.524152990993167,False,False
627500.0,1927500.0,1500,-5.555558545170963,False,False
632500.0,1927500.0,1500,0.34298384488135214,False,False
637500.0,1927500.0,1500,-0.6830794253536498,False,False
642500.0,1927500.0,1500,-3.3158287873593224,False,False
647500.0,1927500.0,1500,-8.424919300187792,False,False
652500.0,1927500.0,1500,-22.052219169889618,False,False
657500.0,1927500.0,1500,-36.13826801873087,False,False
662500.0,1927500.0,1500,-44.73863876194622,False,False
667500.0,1927500.0,1500,-49.18842058807274,False,False
672500.0,1927500.0,1500,-51.838155853822755,False,False
677500.0,1927500.0,1500,-53.68913966871257,False,False
682500.0,1927500.0,1500,-50.41507621617665,False,False
687500.0,1927500.0,1500,-46.537404769580945,False,False
692500.0,1927500.0,1500,-47.66916940667392,False,False
697500.0,1927500.0,1500,-48.1303188749743,False,False
702500.0,1927500.0,1500,-46.070023945751004,False,False
707500.0,1927500.0,1500,-44.60444818252685,False,False
712500.0,1927500.0,1500,-47.318158217530225,False,False
717500.0,1927500.0,1500,-52.90153773903087,False,False
722500.0,1927500.0,1500,-56.23530699154337,False,False
727500.0,1927500.0,1500,-55.03892395822983,False,False
732500.0,1927500.0,1500,-50.305365317208036,False,False
737500.0,1927500.0,1500,-43.59322001830872,False,False
742500.0,1927500.0,1500,-37.70015801038671,False,False
747500.0,1927500.0,1500,-33.60880207442112,False,False
752500.0,1927500.0,1500,-34.083941356972865,False,False
757500.0,1927500.0,1500,-44.04077686956042,False,False
762500.0,1927500.0,1500,-56.119674635173844,False,False
767500.0,1927500.0,1500,-63.68283135538312,False,False
772500.0,1927500.0,1500,-68.5880093569094,False,False
777500.0,1927500.0,1500,-74.17447839810629,False,False
782500.0,1927500.0,1500,-80.66177632884354,False,False
787500.0,1927500.0,1500,-85.37404725464583,False,False
792500.0,1927500.0,1500,-86.3557554777722,False,False
797500.0,1927500.0,1500,-83.65483814436485,False,False
802500.0,1927500.0,1500,-79.72443252436473,False,False
807500.0,1927500.0,1500,-74.84361908561262,False,True
812500.0,1927500.0,1500,-67.47979513160737,False,True
817500.0,1927500.0,1500,-59.43908774000157,False,True
822500.0,1927500.0,1500,-51.91015177914414,False,True
827500.0,1927500.0,1500,-43.04711089444368,False,True
832500.0,1927500.0,1500,-31.644170135058367,False,True
837500.0,1927500.0,1500,-18.39483283740894,False,True
842500.0,1927500.0,1500,-4.49681121681384,False,True
847500.0,1927500.0,1500,5.809468955973513,False,True
-147500.0,1932500.0,1500,-23.24226834800282,False,False
-142500.0,1932500.0,1500,-42.55843443001789,False,False
-137500.0,1932500.0,1500,-26.71046102283084,False,False
-132500.0,1932500.0,1500,28.522940523617006,False,False
-127500.0,1932500.0,1500,26.437143456496283,False,False
-122500.0,1932500.0,1500,-6.539518700046283,False,False
-117500.0,1932500.0,1500,19.479873011586033,False,False
-112500.0,1932500.0,1500,40.26371222546218,False,False
-107500.0,1932500.0,1500,26.62937649824065,False,False
-102500.0,1932500.0,1500,10.097350155766648,False,False
-97500.0,1932500.0,1500,-12.94159972225255,False,False
-92500.0,1932500.0,1500,-29.512843474066447,False,False
-87500.0,1932500.0,1500,-42.05754132007205,False,False
-82500.0,1932500.0,1500,-61.031518046432595,False,False
-77500.0,1932500.0,1500,-53.6734749375807,False,False
-72500.0,1932500.0,1500,-28.244634362062254,False,False
-67500.0,1932500.0,1500,-5.79382924811626,False,False
-62500.0,1932500.0,1500,-34.78824676764661,False,False
-57500.0,1932500.0,1500,-94.0700846291669,False,False
-52500.0,1932500.0,1500,-103.28977658863049,False,False
-47500.0,1932500.0,1500,-74.10502272726437,False,False
-42500.0,1932500.0,1500,-42.7562585348262,False,False
-37500.0,1932500.0,1500,-24.277349627055706,False,False
-32500.0,1932500.0,1500,-17.75532902143914,False,False
-27500.0,1932500.0,1500,-18.979477479253937,False,False
-22500.0,1932500.0,1500,-13.7197471168024,False,False
-17500.0,1932500.0,1500,-8.070690692700568,False,False
-12500.0,1932500.0,1500,-21.771866621854752,False,False
-7500.0,1932500.0,1500,-14.770808361329593,False,False
-2500.0,1932500.0,1500,6.1335616733380425,False,False
2500.0,1932500.0,1500,13.542167035746651,False,False
7500.0,1932500.0,1500,24.024622661885164,False,False
612500.0,1932500.0,1500,-14.156932929487283,False,False
617500.0,1932500.0,1500,-12.610814710930393,False,False
622500.0,1932500.0,1500,-9.780781217538863,False,False
627500.0,1932500.0,1500,-5.72471874640805,False,False
632500.0,1932500.0,1500,-4.440564123830464,False,False
637500.0,1932500.0,1500,-6.582324879309115,False,False
642500.0,1932500.0,1500,-4.663656753514638,False,False
647500.0,1932500.0,1500,-6.598614395780342,False,False
652500.0,1932500.0,1500,-20.007630111804463,False,False
657500.0,1932500.0,1500,-32.14343843552149,False,False
662500.0,1932500.0,1500,-40.16097122653676,False,False
667500.0,1932500.0,1500,-45.07847758109397,False,False
672500.0,1932500.0,1500,-49.14728736408728,False,False
677500.0,1932500.0,1500,-55.1346226618089,False,False
682500.0,1932500.0,1500,-52.65988939760545,False,False
687500.0,1932500.0,1500,-43.147138557792125,False,False
692500.0,1932500.0,1500,-40.140664406620544,False,False
697500.0,1932500.0,1500,-40.17044695251041,False,False
702500.0,1932500.0,1500,-38.29566049995564,False,False
707500.0,1932500.0,1500,-38.36686577070978,False,False
712500.0,1932500.0,1500,-42.34107850655919,False,False
717500.0,1932500.0,1500,-47.81852963193349,False,False
722500.0,1932500.0,1500,-51.246814339386944,False,False
727500.0,1932500.0,1500,-49.92033292112942,False,False
732500.0,1932500.0,1500,-44.00834738950852,False,False
737500.0,1932500.0,1500,-36.51761501058084,False,False
742500.0,1932500.0,1500,-30.25941861594901,False,False
747500.0,1932500.0,1500,-25.479911835017397,False,False
752500.0,1932500.0,1500,-22.166787170935304,False,False
757500.0,1932500.0,1500,-26.101145294142686,False,False
762500.0,1932500.0,1500,-34.51855012534201,False,False
767500.0,1932500.0,1500,-42.53243708391785,False,False
772500.0,1932500.0,1500,-50.408255452834744,False,False
777500.0,1932500.0,1500,-59.95366029042684,False,False
782500.0,1932500.0,1500,-71.15936070838613,False,False
787500.0,1932500.0,1500,-79.60044658127832,False,False
792500.0,1932500.0,1500,-82.26703299793432,False,False
797500.0,1932500.0,1500,-80.9850679083864,False,True
802500.0,1932500.0,1500,-77.89482160594,False,True
807500.0,1932500.0,1500,-72.88160329237083,False,True
812500.0,1932500.0,1500,-67.50692441540161,False,True
817500.0,1932500.0,1500,-62.13905032411955,False,True
822500.0,1932500.0,1500,-55.63007404292834,False,True
827500.0,1932500.0,1500,-46.1584980503688,False,True
832500.0,1932500.0,1500,-33.44312241242443,False,True
837500.0,1932500.0,1500,-18.759710871314898,False,True
842500.0,1932500.0,1500,-3.4052218881156655,False,True
847500.0,1932500.0,1500,10.110675578738313,False,True
-147500.0,1937500.0,1500,-20.20447367345493,False,False
-142500.0,1937500.0,1500,-46.93622103458123,False,False
-137500.0,1937500.0,1500,-42.647045468854685,False,False
-132500.0,1937500.0,1500,-2.5553722561919647,False,False
-127500.0,1937500.0,1500,3.2019832679151494,False,False
-122500.0,1937500.0,1500,-13.27410597374774,False,False
-117500.0,1937500.0,1500,37.77111332649933,False,False
-112500.0,1937500.0,1500,66.11879558246132,False,False
-107500.0,1937500.0,1500,43.01520310902812,False,False
-102500.0,1937500.0,1500,28.227169429918586,False,False
-97500.0,1937500.0,1500,9.445459289933837,False,False
-92500.0,1937500.0,1500,-3.834551687649047,False,False
-87500.0,1937500.0,1500,-25.27952167741564,False,False
-82500.0,1937500.0,1500,-54.057058424366716,False,False
-77500.0,1937500.0,1500,-67.64701564646722,False,False
-72500.0,1937500.0,1500,-59.57711276805313,False,False
-67500.0,1937500.0,1500,-31.400240868661257,False,False
-62500.0,1937500.0,1500,-33.5883356052767,False,False
-57500.0,1937500.0,1500,-72.92718880993539,False,False
-52500.0,1937500.0,1500,-100.10854170650646,False,False
-47500.0,1937500.0,1500,-95.89962531570666,False,False
-42500.0,1937500.0,1500,-63.6871099514488,False,False
-37500.0,1937500.0,1500,-36.400593706113376,False,False
-32500.0,1937500.0,1500,-28.816725296177896,False,False
-27500.0,1937500.0,1500,-27.66716711807168,False,False
-22500.0,1937500.0,1500,-26.029161728912808,False,False
-17500.0,1937500.0,1500,-9.464455098994899,False,False
-12500.0,1937500.0,1500,-6.733703482903511,False,False
-7500.0,1937500.0,1500,-10.840253752446584,False,False
-2500.0,1937500.0,1500,1.8198043162039965,False,False
2500.0,1937500.0,1500,7.525981929250908,False,False
7500.0,1937500.0,1500,31.55306118196338,False,False
612500.0,1937500.0,1500,-13.950383531496682,False,False
617500.0,1937500.0,1500,-11.134326476745166,False,False
622500.0,1937500.0,1500,-8.362576320838098,False,False
