x,y,height,faa,inv_msk,inv_pad,stdev
-2047500.0,-497500.0,1500,6.5985239659677255,False,False,15.263260835590053
-2042500.0,-497500.0,1500,12.73275866067518,False,False,15.29139027049212
-2037500.0,-497500.0,1500,19.388044917487914,False,False,15.314754540006245
-2032500.0,-497500.0,1500,27.053701462670034,False,False,15.330987637744688
-2027500.0,-497500.0,1500,35.15190996922228,False,False,15.339373288396413
-2022500.0,-497500.0,1500,43.9828293778715,False,False,15.340483014038647
-2017500.0,-497500.0,1500,53.381122182762375,False,False,15.335247407129184
-2012500.0,-497500.0,1500,60.44343584400668,False,False,15.325160742605698
-2007500.0,-497500.0,1500,62.37770694265624,False,False,15.311664357787299
-2002500.0,-497500.0,1500,59.287301534719795,False,False,15.295602748353692
-1997500.0,-497500.0,1500,53.18702439207873,False,False,15.277565647603527
-1992500.0,-497500.0,1500,46.633284206557036,False,False,15.257882895689272
-1987500.0,-497500.0,1500,40.0919295609858,False,False,15.236643145408639
-1982500.0,-497500.0,1500,33.16706519890289,False,False,15.214028586110928
-1977500.0,-497500.0,1500,26.746740666610165,False,False,15.190402919937021
-1972500.0,-497500.0,1500,20.714203670805535,False,False,15.166275184300265
-1967500.0,-497500.0,1500,14.664146230025148,False,False,15.14244479064445
-1962500.0,-497500.0,1500,9.199183108943004,False,False,15.119374993561205
-1957500.0,-497500.0,1500,4.336119078419425,False,False,15.09702515249634
-1952500.0,-497500.0,1500,-0.32017327167870147,False,False,15.074304446266646
-1947500.0,-497500.0,1500,-4.429769250068654,False,False,15.0492966250042
-1942500.0,-497500.0,1500,-7.858552088641422,False,False,15.018937718608123
-1937500.0,-497500.0,1500,-11.003073628667412,False,False,14.979626117322105
-1932500.0,-497500.0,1500,-13.511534004834918,False,False,14.927419550500336
-1927500.0,-497500.0,1500,-15.313579440737296,False,False,14.85749409180639
-1922500.0,-497500.0,1500,-16.448387368636755,False,False,14.766032434438394
-1917500.0,-497500.0,1500,-16.524489953654932,False,False,14.64486872732965
-1912500.0,-497500.0,1500,-15.931303096084001,False,False,14.482402905564426
-1907500.0,-497500.0,1500,-15.258352473683063,False,False,14.262912508179838
-1902500.0,-497500.0,1500,-14.610849877802012,False,False,13.947220919611649
-1897500.0,-497500.0,1500,-13.63308129423606,False,False,13.463092962191464
-1892500.0,-497500.0,1500,-12.295061862197963,False,False,12.731329107964113
-1887500.0,-497500.0,1500,-10.382674259883665,False,False,11.745546830628117
-1882500.0,-497500.0,1500,-7.544885095408858,False,False,10.673491459362607
-1877500.0,-497500.0,1500,-4.4023784121491225,False,False,9.829331448547045
